LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q3	86.84548858	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q4	90.41678527	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q1	82.34986466	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q2	86.36598939	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q3	83.80719215	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q4	82.98799863	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q1	82.79290144	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q2	85.42023042	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q3	85.31273419	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q4	87.01980479	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q1	86.92496867	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q2	86.1604788	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q3	86.86906144	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q4	86.77712664	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q1	88.05118115	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q2	89.12361043	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q3	89.66462178	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q4	89.10674019	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q1	88.64596672	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q2	87.69779845	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q3	88.89623297	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q4	90.05533587	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q1	89.58080864	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q2	88.78420386	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q3	87.17106413	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q4	87.13566133	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q1	90.26689012	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q2	92.58622322	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q3	93.4967975	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q4	94.64753183	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q1	93.97552444	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q2	95.07870127	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q3	95.5467614	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q4	96.91150537	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q1	97.63324204	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q2	96.89379153	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q3	98.43979133	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q4	99.22372251	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q1	99.22112117	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q2	99.55940044	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q3	101.3655983	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q4	99.91682318	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q1	100.4892737	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q2	100.2356629	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q3	97.89144408	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q4	99.70468512	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q1	95.17232904	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q2	99.50770212	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q3	102.6797617	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q4	102.6402071	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q1	105.2434665	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q2	105.4819756	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q3	105.1228512	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q4	105.3903677	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q1	105.9280667	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q2	106.5114688	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q3	106.0629687	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q4	107.349141	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q1	107.2436339	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q2	106.4840626	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q3	107.5385617	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q4	108.6497418	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q1	108.1888695	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q2	109.9717362	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q3	111.0521642	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q4	112.5724053	
AUT	HOUSECOST	PRICERENT	IDX2015	Q	2020-Q1	113.3787368	
AUT	HOUSECOST	REAL	IDX2015	Q	2000-Q1	79.4249921	
AUT	HOUSECOST	REAL	IDX2015	Q	2000-Q2	79.49420485	
AUT	HOUSECOST	REAL	IDX2015	Q	2000-Q3	76.34660379	
AUT	HOUSECOST	REAL	IDX2015	Q	2000-Q4	77.35325497	
AUT	HOUSECOST	REAL	IDX2015	Q	2001-Q1	78.31310325	
AUT	HOUSECOST	REAL	IDX2015	Q	2001-Q2	76.10375701	
AUT	HOUSECOST	REAL	IDX2015	Q	2001-Q3	77.84422957	
AUT	HOUSECOST	REAL	IDX2015	Q	2001-Q4	75.79046835	
AUT	HOUSECOST	REAL	IDX2015	Q	2002-Q1	76.42140513	
AUT	HOUSECOST	REAL	IDX2015	Q	2002-Q2	76.17414485	
AUT	HOUSECOST	REAL	IDX2015	Q	2002-Q3	77.53531036	
AUT	HOUSECOST	REAL	IDX2015	Q	2002-Q4	76.28931205	
AUT	HOUSECOST	REAL	IDX2015	Q	2003-Q1	75.83898539	
AUT	HOUSECOST	REAL	IDX2015	Q	2003-Q2	75.82257749	
AUT	HOUSECOST	REAL	IDX2015	Q	2003-Q3	74.22370648	
AUT	HOUSECOST	REAL	IDX2015	Q	2003-Q4	76.75037574	
AUT	HOUSECOST	REAL	IDX2015	Q	2004-Q1	69.8745176	
AUT	HOUSECOST	REAL	IDX2015	Q	2004-Q2	73.59081611	
AUT	HOUSECOST	REAL	IDX2015	Q	2004-Q3	73.36780168	
AUT	HOUSECOST	REAL	IDX2015	Q	2004-Q4	74.86288884	
AUT	HOUSECOST	REAL	IDX2015	Q	2005-Q1	74.06642771	
AUT	HOUSECOST	REAL	IDX2015	Q	2005-Q2	74.61274254	
AUT	HOUSECOST	REAL	IDX2015	Q	2005-Q3	74.29310079	
AUT	HOUSECOST	REAL	IDX2015	Q	2005-Q4	76.0766964	
AUT	HOUSECOST	REAL	IDX2015	Q	2006-Q1	76.08628237	
AUT	HOUSECOST	REAL	IDX2015	Q	2006-Q2	76.17900914	
AUT	HOUSECOST	REAL	IDX2015	Q	2006-Q3	76.49971665	
AUT	HOUSECOST	REAL	IDX2015	Q	2006-Q4	76.26470837	
AUT	HOUSECOST	REAL	IDX2015	Q	2007-Q1	77.26689992	
AUT	HOUSECOST	REAL	IDX2015	Q	2007-Q2	78.42973172	
AUT	HOUSECOST	REAL	IDX2015	Q	2007-Q3	78.64162287	
AUT	HOUSECOST	REAL	IDX2015	Q	2007-Q4	77.23754269	
AUT	HOUSECOST	REAL	IDX2015	Q	2008-Q1	76.8306632	
AUT	HOUSECOST	REAL	IDX2015	Q	2008-Q2	75.79709594	
AUT	HOUSECOST	REAL	IDX2015	Q	2008-Q3	77.02453784	
AUT	HOUSECOST	REAL	IDX2015	Q	2008-Q4	78.76901384	
AUT	HOUSECOST	REAL	IDX2015	Q	2009-Q1	79.62016076	
AUT	HOUSECOST	REAL	IDX2015	Q	2009-Q2	79.93279951	
AUT	HOUSECOST	REAL	IDX2015	Q	2009-Q3	79.20416582	
AUT	HOUSECOST	REAL	IDX2015	Q	2009-Q4	80.18819527	
AUT	HOUSECOST	REAL	IDX2015	Q	2010-Q1	83.26236163	
AUT	HOUSECOST	REAL	IDX2015	Q	2010-Q2	85.44430184	
AUT	HOUSECOST	REAL	IDX2015	Q	2010-Q3	86.69828857	
AUT	HOUSECOST	REAL	IDX2015	Q	2010-Q4	87.5736865	
AUT	HOUSECOST	REAL	IDX2015	Q	2011-Q1	86.62998481	
AUT	HOUSECOST	REAL	IDX2015	Q	2011-Q2	87.80043095	
AUT	HOUSECOST	REAL	IDX2015	Q	2011-Q3	88.72590472	
AUT	HOUSECOST	REAL	IDX2015	Q	2011-Q4	90.33635825	
AUT	HOUSECOST	REAL	IDX2015	Q	2012-Q1	91.31940076	
AUT	HOUSECOST	REAL	IDX2015	Q	2012-Q2	91.65713443	
AUT	HOUSECOST	REAL	IDX2015	Q	2012-Q3	93.09943947	
AUT	HOUSECOST	REAL	IDX2015	Q	2012-Q4	94.27933937	
AUT	HOUSECOST	REAL	IDX2015	Q	2013-Q1	94.3993691	
AUT	HOUSECOST	REAL	IDX2015	Q	2013-Q2	94.89218552	
AUT	HOUSECOST	REAL	IDX2015	Q	2013-Q3	96.7307552	
AUT	HOUSECOST	REAL	IDX2015	Q	2013-Q4	95.46228937	
AUT	HOUSECOST	REAL	IDX2015	Q	2014-Q1	96.74860074	
AUT	HOUSECOST	REAL	IDX2015	Q	2014-Q2	96.95256973	
AUT	HOUSECOST	REAL	IDX2015	Q	2014-Q3	95.31726965	
AUT	HOUSECOST	REAL	IDX2015	Q	2014-Q4	98.05875637	
AUT	HOUSECOST	REAL	IDX2015	Q	2015-Q1	94.59973117	
AUT	HOUSECOST	REAL	IDX2015	Q	2015-Q2	99.45307019	
AUT	HOUSECOST	REAL	IDX2015	Q	2015-Q3	103.050696	
AUT	HOUSECOST	REAL	IDX2015	Q	2015-Q4	102.8965026	
AUT	HOUSECOST	REAL	IDX2015	Q	2016-Q1	105.9164913	
AUT	HOUSECOST	REAL	IDX2015	Q	2016-Q2	106.9929724	
AUT	HOUSECOST	REAL	IDX2015	Q	2016-Q3	107.1477872	
AUT	HOUSECOST	REAL	IDX2015	Q	2016-Q4	108.113869	
AUT	HOUSECOST	REAL	IDX2015	Q	2017-Q1	108.9698491	
AUT	HOUSECOST	REAL	IDX2015	Q	2017-Q2	110.2204596	
AUT	HOUSECOST	REAL	IDX2015	Q	2017-Q3	110.4756868	
AUT	HOUSECOST	REAL	IDX2015	Q	2017-Q4	112.332042	
AUT	HOUSECOST	REAL	IDX2015	Q	2018-Q1	112.5966318	
AUT	HOUSECOST	REAL	IDX2015	Q	2018-Q2	111.9306133	
AUT	HOUSECOST	REAL	IDX2015	Q	2018-Q3	113.5197661	
AUT	HOUSECOST	REAL	IDX2015	Q	2018-Q4	115.2043875	
AUT	HOUSECOST	REAL	IDX2015	Q	2019-Q1	115.156342	
AUT	HOUSECOST	REAL	IDX2015	Q	2019-Q2	117.3586675	
AUT	HOUSECOST	REAL	IDX2015	Q	2019-Q3	118.8787729	
AUT	HOUSECOST	REAL	IDX2015	Q	2019-Q4	120.3767544	
AUT	HOUSECOST	REAL	IDX2015	Q	2020-Q1	122.0666387	
AUT	HOUSECOST	RENT	IDX2015	Q	1966-Q1	6.463987432	
AUT	HOUSECOST	RENT	IDX2015	Q	1966-Q2	6.590598496	
AUT	HOUSECOST	RENT	IDX2015	Q	1966-Q3	6.763277594	
AUT	HOUSECOST	RENT	IDX2015	Q	1966-Q4	6.890364236	
AUT	HOUSECOST	RENT	IDX2015	Q	1967-Q1	6.968544096	
AUT	HOUSECOST	RENT	IDX2015	Q	1967-Q2	7.034537905	
AUT	HOUSECOST	RENT	IDX2015	Q	1967-Q3	7.094026751	
AUT	HOUSECOST	RENT	IDX2015	Q	1967-Q4	7.202351748	
AUT	HOUSECOST	RENT	IDX2015	Q	1968-Q1	7.347340747	
AUT	HOUSECOST	RENT	IDX2015	Q	1968-Q2	7.520913047	
AUT	HOUSECOST	RENT	IDX2015	Q	1968-Q3	7.648038786	
AUT	HOUSECOST	RENT	IDX2015	Q	1968-Q4	7.766087148	
AUT	HOUSECOST	RENT	IDX2015	Q	1969-Q1	7.88290958	
AUT	HOUSECOST	RENT	IDX2015	Q	1969-Q2	7.996239401	
AUT	HOUSECOST	RENT	IDX2015	Q	1969-Q3	8.153975596	
AUT	HOUSECOST	RENT	IDX2015	Q	1969-Q4	8.459176963	
AUT	HOUSECOST	RENT	IDX2015	Q	1970-Q1	8.711109655	
AUT	HOUSECOST	RENT	IDX2015	Q	1970-Q2	8.946487019	
AUT	HOUSECOST	RENT	IDX2015	Q	1970-Q3	9.15521116	
AUT	HOUSECOST	RENT	IDX2015	Q	1970-Q4	9.358246174	
AUT	HOUSECOST	RENT	IDX2015	Q	1971-Q1	9.641020576	
AUT	HOUSECOST	RENT	IDX2015	Q	1971-Q2	10.0100197	
AUT	HOUSECOST	RENT	IDX2015	Q	1971-Q3	10.42563694	
AUT	HOUSECOST	RENT	IDX2015	Q	1971-Q4	10.73231566	
AUT	HOUSECOST	RENT	IDX2015	Q	1972-Q1	10.95476058	
AUT	HOUSECOST	RENT	IDX2015	Q	1972-Q2	11.12456954	
AUT	HOUSECOST	RENT	IDX2015	Q	1972-Q3	11.31420237	
AUT	HOUSECOST	RENT	IDX2015	Q	1972-Q4	11.55933907	
AUT	HOUSECOST	RENT	IDX2015	Q	1973-Q1	11.99481154	
AUT	HOUSECOST	RENT	IDX2015	Q	1973-Q2	12.42562239	
AUT	HOUSECOST	RENT	IDX2015	Q	1973-Q3	12.75407987	
AUT	HOUSECOST	RENT	IDX2015	Q	1973-Q4	12.99048172	
AUT	HOUSECOST	RENT	IDX2015	Q	1974-Q1	13.0426693	
AUT	HOUSECOST	RENT	IDX2015	Q	1974-Q2	13.10161007	
AUT	HOUSECOST	RENT	IDX2015	Q	1974-Q3	13.19483746	
AUT	HOUSECOST	RENT	IDX2015	Q	1974-Q4	13.41635935	
AUT	HOUSECOST	RENT	IDX2015	Q	1975-Q1	13.77112279	
AUT	HOUSECOST	RENT	IDX2015	Q	1975-Q2	14.22909942	
AUT	HOUSECOST	RENT	IDX2015	Q	1975-Q3	14.83569033	
AUT	HOUSECOST	RENT	IDX2015	Q	1975-Q4	15.48108384	
AUT	HOUSECOST	RENT	IDX2015	Q	1976-Q1	16.1571806	
AUT	HOUSECOST	RENT	IDX2015	Q	1976-Q2	16.82026905	
AUT	HOUSECOST	RENT	IDX2015	Q	1976-Q3	17.45863262	
AUT	HOUSECOST	RENT	IDX2015	Q	1976-Q4	18.16050186	
AUT	HOUSECOST	RENT	IDX2015	Q	1977-Q1	18.48760181	
AUT	HOUSECOST	RENT	IDX2015	Q	1977-Q2	18.87108106	
AUT	HOUSECOST	RENT	IDX2015	Q	1977-Q3	19.12663608	
AUT	HOUSECOST	RENT	IDX2015	Q	1977-Q4	19.37085294	
AUT	HOUSECOST	RENT	IDX2015	Q	1978-Q1	19.65888631	
AUT	HOUSECOST	RENT	IDX2015	Q	1978-Q2	19.90286755	
AUT	HOUSECOST	RENT	IDX2015	Q	1978-Q3	20.09414861	
AUT	HOUSECOST	RENT	IDX2015	Q	1978-Q4	20.29518768	
AUT	HOUSECOST	RENT	IDX2015	Q	1979-Q1	20.51550361	
AUT	HOUSECOST	RENT	IDX2015	Q	1979-Q2	20.65792019	
AUT	HOUSECOST	RENT	IDX2015	Q	1979-Q3	20.71478894	
AUT	HOUSECOST	RENT	IDX2015	Q	1979-Q4	20.91819817	
AUT	HOUSECOST	RENT	IDX2015	Q	1980-Q1	21.11832524	
AUT	HOUSECOST	RENT	IDX2015	Q	1980-Q2	21.27810776	
AUT	HOUSECOST	RENT	IDX2015	Q	1980-Q3	21.45201318	
AUT	HOUSECOST	RENT	IDX2015	Q	1980-Q4	21.72426818	
AUT	HOUSECOST	RENT	IDX2015	Q	1981-Q1	22.12232197	
AUT	HOUSECOST	RENT	IDX2015	Q	1981-Q2	22.62506686	
AUT	HOUSECOST	RENT	IDX2015	Q	1981-Q3	22.88231794	
AUT	HOUSECOST	RENT	IDX2015	Q	1981-Q4	23.12842072	
AUT	HOUSECOST	RENT	IDX2015	Q	1982-Q1	23.61608572	
AUT	HOUSECOST	RENT	IDX2015	Q	1982-Q2	24.53647315	
AUT	HOUSECOST	RENT	IDX2015	Q	1982-Q3	26.04621542	
AUT	HOUSECOST	RENT	IDX2015	Q	1982-Q4	26.97246691	
AUT	HOUSECOST	RENT	IDX2015	Q	1983-Q1	27.88992447	
AUT	HOUSECOST	RENT	IDX2015	Q	1983-Q2	28.63866262	
AUT	HOUSECOST	RENT	IDX2015	Q	1983-Q3	29.27878795	
AUT	HOUSECOST	RENT	IDX2015	Q	1983-Q4	29.82514952	
AUT	HOUSECOST	RENT	IDX2015	Q	1984-Q1	30.16825224	
AUT	HOUSECOST	RENT	IDX2015	Q	1984-Q2	30.40927772	
AUT	HOUSECOST	RENT	IDX2015	Q	1984-Q3	31.56197528	
AUT	HOUSECOST	RENT	IDX2015	Q	1984-Q4	32.28153426	
AUT	HOUSECOST	RENT	IDX2015	Q	1985-Q1	32.88073496	
AUT	HOUSECOST	RENT	IDX2015	Q	1985-Q2	33.37064349	
AUT	HOUSECOST	RENT	IDX2015	Q	1985-Q3	33.25528017	
AUT	HOUSECOST	RENT	IDX2015	Q	1985-Q4	33.63166699	
AUT	HOUSECOST	RENT	IDX2015	Q	1986-Q1	34.08992544	
AUT	HOUSECOST	RENT	IDX2015	Q	1986-Q2	34.35686202	
AUT	HOUSECOST	RENT	IDX2015	Q	1986-Q3	34.72668563	
AUT	HOUSECOST	RENT	IDX2015	Q	1986-Q4	35.19698615	
AUT	HOUSECOST	RENT	IDX2015	Q	1987-Q1	35.39954915	
AUT	HOUSECOST	RENT	IDX2015	Q	1987-Q2	35.57444002	
AUT	HOUSECOST	RENT	IDX2015	Q	1987-Q3	35.92896326	
AUT	HOUSECOST	RENT	IDX2015	Q	1987-Q4	36.19225677	
AUT	HOUSECOST	RENT	IDX2015	Q	1988-Q1	36.28891952	
AUT	HOUSECOST	RENT	IDX2015	Q	1988-Q2	36.47943698	
AUT	HOUSECOST	RENT	IDX2015	Q	1988-Q3	36.62482963	
AUT	HOUSECOST	RENT	IDX2015	Q	1988-Q4	36.80214612	
AUT	HOUSECOST	RENT	IDX2015	Q	1989-Q1	37.14695685	
AUT	HOUSECOST	RENT	IDX2015	Q	1989-Q2	37.42775749	
AUT	HOUSECOST	RENT	IDX2015	Q	1989-Q3	37.56315658	
AUT	HOUSECOST	RENT	IDX2015	Q	1989-Q4	37.92760571	
AUT	HOUSECOST	RENT	IDX2015	Q	1990-Q1	38.45806649	
AUT	HOUSECOST	RENT	IDX2015	Q	1990-Q2	38.96290719	
AUT	HOUSECOST	RENT	IDX2015	Q	1990-Q3	39.30364483	
AUT	HOUSECOST	RENT	IDX2015	Q	1990-Q4	39.6034201	
AUT	HOUSECOST	RENT	IDX2015	Q	1991-Q1	40.2763377	
AUT	HOUSECOST	RENT	IDX2015	Q	1991-Q2	40.68722637	
AUT	HOUSECOST	RENT	IDX2015	Q	1991-Q3	41.24465476	
AUT	HOUSECOST	RENT	IDX2015	Q	1991-Q4	41.68428576	
AUT	HOUSECOST	RENT	IDX2015	Q	1992-Q1	42.32550056	
AUT	HOUSECOST	RENT	IDX2015	Q	1992-Q2	43.17407593	
AUT	HOUSECOST	RENT	IDX2015	Q	1992-Q3	44.05130002	
AUT	HOUSECOST	RENT	IDX2015	Q	1992-Q4	44.96171783	
AUT	HOUSECOST	RENT	IDX2015	Q	1993-Q1	44.97791522	
AUT	HOUSECOST	RENT	IDX2015	Q	1993-Q2	45.45427581	
AUT	HOUSECOST	RENT	IDX2015	Q	1993-Q3	46.15334326	
AUT	HOUSECOST	RENT	IDX2015	Q	1993-Q4	47.00263662	
AUT	HOUSECOST	RENT	IDX2015	Q	1994-Q1	47.78038615	
AUT	HOUSECOST	RENT	IDX2015	Q	1994-Q2	48.5415883	
AUT	HOUSECOST	RENT	IDX2015	Q	1994-Q3	49.10221635	
AUT	HOUSECOST	RENT	IDX2015	Q	1994-Q4	49.85898812	
AUT	HOUSECOST	RENT	IDX2015	Q	1995-Q1	51.32305046	
AUT	HOUSECOST	RENT	IDX2015	Q	1995-Q2	52.00492081	
AUT	HOUSECOST	RENT	IDX2015	Q	1995-Q3	52.85891133	
AUT	HOUSECOST	RENT	IDX2015	Q	1995-Q4	53.86694717	
AUT	HOUSECOST	RENT	IDX2015	Q	1996-Q1	54.58719811	
AUT	HOUSECOST	RENT	IDX2015	Q	1996-Q2	55.29084509	
AUT	HOUSECOST	RENT	IDX2015	Q	1996-Q3	56.5055478	
AUT	HOUSECOST	RENT	IDX2015	Q	1996-Q4	56.42012726	
AUT	HOUSECOST	RENT	IDX2015	Q	1997-Q1	56.86857983	
AUT	HOUSECOST	RENT	IDX2015	Q	1997-Q2	57.55909219	
AUT	HOUSECOST	RENT	IDX2015	Q	1997-Q3	58.03158437	
AUT	HOUSECOST	RENT	IDX2015	Q	1997-Q4	58.47898929	
AUT	HOUSECOST	RENT	IDX2015	Q	1998-Q1	58.85804883	
AUT	HOUSECOST	RENT	IDX2015	Q	1998-Q2	59.22983924	
AUT	HOUSECOST	RENT	IDX2015	Q	1998-Q3	59.71279366	
AUT	HOUSECOST	RENT	IDX2015	Q	1998-Q4	60.11550143	
AUT	HOUSECOST	RENT	IDX2015	Q	1999-Q1	60.40525377	
AUT	HOUSECOST	RENT	IDX2015	Q	1999-Q2	60.5975826	
AUT	HOUSECOST	RENT	IDX2015	Q	1999-Q3	60.7303596	
AUT	HOUSECOST	RENT	IDX2015	Q	1999-Q4	61.06940312	
AUT	HOUSECOST	RENT	IDX2015	Q	2000-Q1	61.368017	
AUT	HOUSECOST	RENT	IDX2015	Q	2000-Q2	61.71963202	
AUT	HOUSECOST	RENT	IDX2015	Q	2000-Q3	61.66802206	
AUT	HOUSECOST	RENT	IDX2015	Q	2000-Q4	62.15670332	
AUT	HOUSECOST	RENT	IDX2015	Q	2001-Q1	62.92434716	
AUT	HOUSECOST	RENT	IDX2015	Q	2001-Q2	63.49758961	
AUT	HOUSECOST	RENT	IDX2015	Q	2001-Q3	63.91853856	
AUT	HOUSECOST	RENT	IDX2015	Q	2001-Q4	63.54715699	
AUT	HOUSECOST	RENT	IDX2015	Q	2002-Q1	63.14761483	
AUT	HOUSECOST	RENT	IDX2015	Q	2002-Q2	63.75810274	
AUT	HOUSECOST	RENT	IDX2015	Q	2002-Q3	65.07377683	
AUT	HOUSECOST	RENT	IDX2015	Q	2002-Q4	66.20854148	
AUT	HOUSECOST	RENT	IDX2015	Q	2003-Q1	67.12965076	
AUT	HOUSECOST	RENT	IDX2015	Q	2003-Q2	67.67684525	
AUT	HOUSECOST	RENT	IDX2015	Q	2003-Q3	67.46132364	
AUT	HOUSECOST	RENT	IDX2015	Q	2003-Q4	67.15471456	
AUT	HOUSECOST	RENT	IDX2015	Q	2004-Q1	67.41249877	
AUT	HOUSECOST	RENT	IDX2015	Q	2004-Q2	68.08024763	
AUT	HOUSECOST	RENT	IDX2015	Q	2004-Q3	70.3078229	
AUT	HOUSECOST	RENT	IDX2015	Q	2004-Q4	73.00465175	
AUT	HOUSECOST	RENT	IDX2015	Q	2005-Q1	72.92166671	
AUT	HOUSECOST	RENT	IDX2015	Q	2005-Q2	71.46943951	
AUT	HOUSECOST	RENT	IDX2015	Q	2005-Q3	71.71971753	
AUT	HOUSECOST	RENT	IDX2015	Q	2005-Q4	72.25106515	
AUT	HOUSECOST	RENT	IDX2015	Q	2006-Q1	72.72961415	
AUT	HOUSECOST	RENT	IDX2015	Q	2006-Q2	73.94656036	
AUT	HOUSECOST	RENT	IDX2015	Q	2006-Q3	74.02013984	
AUT	HOUSECOST	RENT	IDX2015	Q	2006-Q4	74.13022755	
AUT	HOUSECOST	RENT	IDX2015	Q	2007-Q1	74.68519328	
AUT	HOUSECOST	RENT	IDX2015	Q	2007-Q2	75.28855991	
AUT	HOUSECOST	RENT	IDX2015	Q	2007-Q3	75.42709585	
AUT	HOUSECOST	RENT	IDX2015	Q	2007-Q4	75.21744796	
AUT	HOUSECOST	RENT	IDX2015	Q	2008-Q1	75.49444268	
AUT	HOUSECOST	RENT	IDX2015	Q	2008-Q2	75.74414114	
AUT	HOUSECOST	RENT	IDX2015	Q	2008-Q3	76.19323482	
AUT	HOUSECOST	RENT	IDX2015	Q	2008-Q4	76.95951976	
AUT	HOUSECOST	RENT	IDX2015	Q	2009-Q1	78.12704501	
AUT	HOUSECOST	RENT	IDX2015	Q	2009-Q2	79.12125717	
AUT	HOUSECOST	RENT	IDX2015	Q	2009-Q3	80.10036091	
AUT	HOUSECOST	RENT	IDX2015	Q	2009-Q4	81.34181308	
AUT	HOUSECOST	RENT	IDX2015	Q	2010-Q1	81.97340478	
AUT	HOUSECOST	RENT	IDX2015	Q	2010-Q2	82.44542643	
AUT	HOUSECOST	RENT	IDX2015	Q	2010-Q3	83.20469607	
AUT	HOUSECOST	RENT	IDX2015	Q	2010-Q4	83.61174893	
AUT	HOUSECOST	RENT	IDX2015	Q	2011-Q1	84.10359125	
AUT	HOUSECOST	RENT	IDX2015	Q	2011-Q2	85.01135204	
AUT	HOUSECOST	RENT	IDX2015	Q	2011-Q3	86.13134296	
AUT	HOUSECOST	RENT	IDX2015	Q	2011-Q4	86.97955893	
AUT	HOUSECOST	RENT	IDX2015	Q	2012-Q1	87.72834446	
AUT	HOUSECOST	RENT	IDX2015	Q	2012-Q2	89.23729844	
AUT	HOUSECOST	RENT	IDX2015	Q	2012-Q3	89.74254732	
AUT	HOUSECOST	RENT	IDX2015	Q	2012-Q4	90.59515304	
AUT	HOUSECOST	RENT	IDX2015	Q	2013-Q1	91.30175813	
AUT	HOUSECOST	RENT	IDX2015	Q	2013-Q2	91.79681416	
AUT	HOUSECOST	RENT	IDX2015	Q	2013-Q3	92.29178546	
AUT	HOUSECOST	RENT	IDX2015	Q	2013-Q4	93.01396609	
AUT	HOUSECOST	RENT	IDX2015	Q	2014-Q1	94.10786461	
AUT	HOUSECOST	RENT	IDX2015	Q	2014-Q2	95.14221473	
AUT	HOUSECOST	RENT	IDX2015	Q	2014-Q3	96.22549243	
AUT	HOUSECOST	RENT	IDX2015	Q	2014-Q4	97.56443376	
AUT	HOUSECOST	RENT	IDX2015	Q	2015-Q1	98.87376673	
AUT	HOUSECOST	RENT	IDX2015	Q	2015-Q2	99.85971757	
AUT	HOUSECOST	RENT	IDX2015	Q	2015-Q3	100.549074	
AUT	HOUSECOST	RENT	IDX2015	Q	2015-Q4	100.7174417	
AUT	HOUSECOST	RENT	IDX2015	Q	2016-Q1	101.471143	
AUT	HOUSECOST	RENT	IDX2015	Q	2016-Q2	102.6434101	
AUT	HOUSECOST	RENT	IDX2015	Q	2016-Q3	103.5652203	
AUT	HOUSECOST	RENT	IDX2015	Q	2016-Q4	104.6514322	
